id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,kode_jenis_usaha,daerah,margin_laba,total_tenaga_kerja,avg_belanja_pelanggan,utilisasi_produksi,roa
288216717,Ud. Wira Prabawa,Kesehatan,70,82,6715817,2973135,Bukalapak,594,2001,-871840293,583208952,594,003,Probolinggo,-29323.93897,152,5005.277778,500527.7778,-55.72936249
288216718,Ud. Umar Mahkota,Perdagangan,8,54,9777421,23998058,Lazada,839,2021,-286742191,207160166,839,006,Pasuruan,-1194.855813,62,28603.16806,2860316.806,145.44364
288216719,Ud. Rafa Resmi,Pendidikan,32,11,974155,33320956,Bukalapak,491,2003,-203379273.5,157800153,491,005,Surabaya,-610.364461,43,67863.45418,6786345.418,3320.498381
288216720,Ud. Wito Sakti,Perdagangan,87,76,6707767,40376989,Website Sendiri,121,2013,-682946432,482215614,121,006,Gresik,-1691.424866,163,333694.124,33369412.4,501.9438212
288216721,Ud. Jasmin Wisnu,Perdagangan,60,62,8647389,17746842,Lazada,26,2023,-482341284,333392084,26,006,Mojokerto,-2717.899241,122,682570.8462,68257084.62,105.2277514
288216722,Ud. Intan Ranggalawe Ulil,Jasa,84,34,8553831,15514303,Lazada,620,2010,-495376373,340593784,620,002,Surabaya,-3193.030154,118,25023.06935,2502306.935,81.37256862
288216723,Ud. Viani Jayengpati,Jasa,43,73,4809447,25127742,Lazada,367,2000,-634575162,439801936,367,002,Gresik,-2525.396679,116,68467.96185,6846796.185,422.4663459
288216724,Ud. Wesly Manunggal Salsa,Jasa,64,21,878992,8265951,Shopee,172,2018,-480181066.5,325631345,172,002,Malang,-5809.144846,85,48057.85465,4805785.465,840.3897874
288216725,Ud. Yayan Lintang,Jasa,84,9,7114710,31990740,Tokopedia,111,2019,-519534786,367683684,111,002,Malang,-1624.016156,93,288204.8649,28820486.49,349.6422201
288216726,Ud. Krisna Lestari,Perdagangan,56,49,2265808,2067508,Shopee,892,2015,-545270034.5,364891695,892,006,Probolinggo,-26373.29744,105,2317.834081,231783.4081,-8.751844817
288216727,Ud. Zera Pramudita,Pendidikan,23,34,7418374,45955902,Website Sendiri,713,2022,-227716516.5,182448279,713,005,Sidoarjo,-495.5109281,57,64454.2805,6445428.05,519.4875319
288216728,Ud. Laila Reswara,Jasa,43,49,7154513,22819888,Bukalapak,120,2020,-395886464,279137568,120,002,Mojokerto,-1734.830881,92,190165.7333,19016573.33,218.95795
288216729,Ud. Zidan Gandewa,Perdagangan,67,35,3636402,10463671,Website Sendiri,995,2017,-349629173,240061896,995,006,Surabaya,-3341.362443,102,10516.25226,1051625.226,187.7479168
288216730,Ud. Yayan Segar,Pendidikan,5,60,3681113,32060089,Lazada,635,2008,-336320651,245587160,635,005,Sidoarjo,-1049.032181,65,50488.32913,5048832.913,770.9346603
288216731,Ud. Ulfa Citra,Perdagangan,66,74,3108736,8746246,Tokopedia,427,2000,-588526514,398181840,427,006,Surabaya,-6728.904195,140,20483.01171,2048301.171,181.3441219
288216732,Ud. Joko Makmur,Jasa,33,16,5618692,18735017,Lazada,381,2001,-269468846.5,192135909,381,002,Surabaya,-1438.31653,49,49173.27297,4917327.297,233.4408969
288216733,Ud. Karla Senopati,Kesehatan,24,88,3812479,24530697,Shopee,391,2016,-515766207,360197936,391,003,Pasuruan,-2102.533846,112,62738.3555,6273835.55,543.4316622
288216734,Ud. Ida Wangi,Perdagangan,26,0,5999787,4726259,Bukalapak,252,2017,-123111061,85224880,252,006,Malang,-2604.83103,26,18754.99603,1875499.603,-21.2262202
288216735,Ud. Hanafi Asri,Pendidikan,17,11,8385909,36374080,Website Sendiri,385,2013,-90724766,84732564,385,005,Surabaya,-249.4214727,28,94478.12987,9447812.987,333.7523815
288216736,Ud. Mario Haji,Pendidikan,4,2,2055024,39765135,Shopee,698,2010,7465458,21533118,698,005,Pasuruan,18.77387817,6,56970.10745,5697010.745,1835.020467
288216737,Ud. Qanita Sangkala,Pendidikan,87,72,9590462,23794095,Tokopedia,975,2016,-647669980.5,447642717,975,005,Malang,-2721.977787,159,24404.2,2440420,148.1016556
288216738,Ud. Suci Mardika Valen,Kesehatan,95,82,1399153,44619004,Shopee,367,2015,-976042115,680440746,367,003,Pasuruan,-2187.503143,177,121577.6676,12157766.76,3089.00106
288216739,Ud. Indira Lintang,Pendidikan,84,18,4001626,32550803,Shopee,206,2007,-532631197,376788000,206,005,Sidoarjo,-1636.307396,102,158013.6068,15801360.68,713.4394119
288216740,Ud. Cici Tirta,Pendidikan,43,83,1272467,28563417,Tokopedia,21,2009,-612259605,427215348,21,005,Batu,-2143.509668,126,1360162.714,136016271.4,2144.727525
288216741,Ud. Marsya Tejakusuma,Kesehatan,97,74,9749684,22935101,Website Sendiri,791,2022,-580512185.5,402298191,791,003,Malang,-2531.10804,171,28995.0708,2899507.08,135.2394293
288216742,Ud. Bagir Putri,Perdagangan,92,87,4361749,24676904,Bukalapak,275,2000,-639242240.5,442612763,275,006,Gresik,-2590.447491,179,89734.19636,8973419.636,465.7570851
288216743,Ud. Ulfa Suci,Kesehatan,4,21,3745609,10074781,Shopee,423,2012,-92362394,68291450,423,003,Blitar,-916.7682553,25,23817.44917,2381744.917,168.9757794
288216744,Ud. Delia Nirwasita,Pendidikan,60,0,5091645,48070987,Lazada,468,2015,-284853683,221949780,468,005,Batu,-592.5688253,60,102715.7842,10271578.42,844.1150552
288216745,Ud. Okta Permai,Pendidikan,91,52,5163555,21785278,Website Sendiri,341,2014,-554252970.5,384025499,341,005,Sidoarjo,-2544.162946,143,63886.44575,6388644.575,321.9046374
288216746,Ud. Balqis Asri,Perdagangan,5,43,5475374,45960457,Website Sendiri,945,2014,-153333815,132862848,945,006,Surabaya,-333.6211713,48,48635.40423,4863540.423,739.4030618
288216747,Ud. Elyas Sukma,Perdagangan,74,9,7488998,6336154,Tokopedia,420,2023,-451643321,305319650,420,006,Mojokerto,-7128.03573,83,15086.08095,1508608.095,-15.39383506
288216748,Ud. Zidanar Jayengprana,Perdagangan,38,74,7451007,43345847,Website Sendiri,970,2015,-627500329,447230784,970,006,Sidoarjo,-1447.659632,112,44686.44021,4468644.021,481.7448165
288216749,Ud. Yani Jayawarsa,Kesehatan,7,7,1861720,16253524,Lazada,710,2004,-55524602,47852084,710,003,Pasuruan,-341.6157751,14,22892.28732,2289228.732,773.0380508
288216750,Ud. Chiko Kencana Zidan,Pendidikan,98,16,1235550,45452918,Website Sendiri,613,2024,-378405637,282572370,613,005,Pasuruan,-832.522209,114,74148.31648,7414831.648,3578.759904
288216751,Ud. Tiara Tirtayasa,Jasa,74,69,7714399,28575183,unknown,958,2018,-465336592.5,329274517,958,002,Pasuruan,-1628.464085,143,29827.9572,2982795.72,270.4135993
288216752,Ud. Ovan Mandiri,Kesehatan,83,6,5518768,19703396,Tokopedia,157,2011,-328324963,232018906,157,003,Pasuruan,-1666.336925,89,125499.3376,12549933.76,257.0252636
288216753,Ud. Dina Sangkala,Jasa,42,62,9600084,16634348,Lazada,673,2003,-351333148,245311664,673,002,Sidoarjo,-2112.094493,104,24716.71322,2471671.322,73.2729422
288216754,Ud. Yusuf Gita,Perdagangan,85,94,3563287,28796136,Bukalapak,36,2003,-981191316,673324968,36,006,Mojokerto,-3407.371447,179,799892.6667,79989266.67,708.1340627
288216755,Ud. Veronika Persada,Pendidikan,40,36,4033991,43998037,Tokopedia,211,2000,-378778829,281851244,211,005,Kediri,-860.8993829,76,208521.5024,20852150.24,990.6825771
288216756,Ud. Oki Wibawa,Jasa,75,67,1960965,1045008,Tokopedia,356,2002,-735742440,491191632,356,002,Pasuruan,-70405.43613,142,2935.41573,293541.573,-46.70950272
288216757,Ud. Santi Adiwangsa,Perdagangan,68,63,3006821,32236752,Bukalapak,427,2019,-381901342.5,276092063,427,006,Kediri,-1184.676864,131,75495.90632,7549590.632,972.1207548
288216758,Ud. Nina Nawasena,Jasa,97,6,4283806,43619289,Website Sendiri,371,2003,-543752013,391580868,371,002,Mojokerto,-1246.586144,103,117572.2075,11757220.75,918.2367969
288216759,Ud. Gilangga Wirajaya Qomar,Kesehatan,97,15,6040346,14962340,Lazada,416,2012,-637138732,434734048,416,003,Mojokerto,-4258.282675,112,35967.16346,3596716.346,147.7066711
288216760,Ud. Rendi Tejakusuma,Perdagangan,29,88,6092135,33705317,Lazada,25,2018,-364530859,265490784,25,006,Batu,-1081.523307,117,1348212.68,134821268,336.0740857
288216761,Ud. Oniel Jati,Kesehatan,58,99,1310401,2443237,Shopee,187,2023,-541664205.5,362738295,187,003,Malang,-22169.94117,157,13065.4385,1306543.85,86.44956773
288216762,Ud. Eddy Naraya,Perdagangan,22,98,1924626,2625896,Shopee,545,2005,-385899964,259017240,545,006,Blitar,-14695.9348,120,4818.157798,481815.7798,36.43668952
288216763,Ud. Tari Baskara,Pendidikan,99,13,4528317,1324220,Tokopedia,329,2015,-552524236,369232304,329,005,Probolinggo,-41724.50469,112,4024.984802,402498.4802,452.1345789
288216764,Ud. Gita Manik,Perdagangan,56,35,9608424,37922096,Shopee,228,2010,-275827249,209166230,228,006,Blitar,-727.3523304,91,166324.9825,16632498.25,294.6755056
Unknown,Ud. Viera Gunawan Bambang,Pendidikan,24,72,1787575,31984002,Lazada,708,2019,-495599310,351722208,708,005,Sidoarjo,-1549.522508,96,45175.14407,4517514.407,1689.239724
288216766,Ud. Deni Dewangga,Kesehatan,47,10,761227,38340744,Lazada,814,2001,-235299868.5,182427075,814,003,Probolinggo,-613.707101,57,47101.65111,4710165.111,4936.703112
288216767,Ud. Qori Langit,Perdagangan,69,0,4068135,1765248,Shopee,85,2013,-290050104,194543568,85,006,Mojokerto,-16431.12492,69,20767.62353,2076762.353,-56.60792968
288216768,Ud. Zainab Sehat,Perdagangan,41,8,8827608,31524818,Shopee,619,2007,-235516705,178027682,619,006,Gresik,-747.0834725,49,50928.62359,5092862.359,257.1161973
288216769,Ud. Kanza Asa Verdi,Pendidikan,28,24,2003173,12345933,Tokopedia,490,2014,-170227653,121715724,490,005,Blitar,-1378.815623,52,25195.78163,2519578.163,516.3188601
288216770,Ud. Vera Adikara,Perdagangan,84,14,3315768,1840167,Lazada,706,2009,-526039920,351920058,706,006,Madiun,-28586.53155,98,2606.468839,260646.8839,-44.50254059
288216771,Ud. Ayesha Prabawa,Perdagangan,70,57,1157313,8901297,Website Sendiri,363,2013,-565493731.5,382930019,363,006,Malang,-6352.936336,127,24521.47934,2452147.934,669.1347976
288216772,Ud. Made Prajurit,Pendidikan,44,23,7572785,36317499,Lazada,245,2011,-220922602.5,171493401,245,005,Blitar,-608.3089656,67,148234.6898,14823468.98,379.5791641
288216773,Ud. Rafi Jaya,Perdagangan,50,71,5735784,41643813,Tokopedia,788,2018,-565773525,404944892,788,006,Malang,-1358.601637,121,52847.47843,5284747.843,626.0352377
288216774,Ud. Jihan Lestari,Perdagangan,72,92,5904037,10237569,Bukalapak,646,2013,-583699911,395958320,646,006,Kediri,-5701.548004,164,15847.63003,1584763.003,73.39947226
288216775,Ud. Ilham Binasena,Jasa,62,70,1742577,4347910,Shopee,234,2001,-731885390,490822200,234,002,Sidoarjo,-16833.03909,132,18580.81197,1858081.197,149.5103516
288216776,Ud. Febri Jayabaya,Perdagangan,46,45,7305482,48853221,Bukalapak,549,2000,-474151033.5,348669503,549,006,Malang,-970.5624804,91,88985.8306,8898583.06,568.7200242
288216777,Ud. Yora Mandala,Jasa,99,17,4466054,7859306,Shopee,980,2022,-684731512,461727212,980,002,Kediri,-8712.366105,116,8019.7,801970,75.97874992
288216778,Ud. Tegar Agung,Jasa,0,66,9881667,46800694,Shopee,752,2000,-344139218,260626608,752,002,Pasuruan,-735.3293052,66,62234.96543,6223496.543,373.6113249
288216779,Ud. Qanitah Wicaksana,Kesehatan,94,62,2753457,18482493,Website Sendiri,104,2011,-725776503,496172664,104,003,Kediri,-3926.832289,156,177716.2788,17771627.88,571.2468362
288216780,Ud. Zaki Kencana,Pendidikan,19,23,8473853,7413531,Website Sendiri,231,2012,-169057344,117647250,231,005,Sidoarjo,-2280.388981,42,32093.20779,3209320.779,-12.51286752
288216781,Ud. Rafif Harmoni,Perdagangan,91,83,1981704,43967433,Shopee,927,2014,-553562052,398352990,927,006,Batu,-1259.027453,174,47429.80906,4742980.906,2118.668025
288216782,Ud. Yayan Sundawa Prita,Kesehatan,18,30,4397688,37621656,Lazada,145,2001,-171295416,139278048,145,003,Gresik,-455.3106753,48,259459.6966,25945969.66,755.487156
288216783,Ud. Galang Wiraatmaja,Kesehatan,64,89,5745003,9483452,Tokopedia,504,2022,-471500353,320655870,504,003,Pasuruan,-4971.822001,153,18816.37302,1881637.302,65.07305566
288216784,Ud. Tono Lintang Krisna,Jasa,92,37,1802541,6606933,Tokopedia,195,2002,-560937081,378362676,195,002,Mojokerto,-8490.128188,129,33881.70769,3388170.769,266.5344089
288216785,Ud. Nindy Jagadmaya,Kesehatan,73,42,6569806,47921802,Shopee,268,2004,-399981865.5,298602445,268,003,Surabaya,-834.655311,115,178812.694,17881269.4,629.4249176
288216786,Ud. Kiki Taruna,Kesehatan,35,7,3152876,25229439,Tokopedia,156,2015,-212198220,158285106,156,003,Kediri,-841.0738741,42,161727.1731,16172717.31,700.2039725
288216787,Ud. Jaya Adhi,Perdagangan,22,95,7734557,37687975,Tokopedia,863,2014,-527571375.5,376839567,863,006,Kediri,-1399.84007,117,43670.88644,4367088.644,387.2674026
288216788,Ud. Fajar Sejahtera Hanafi,Perdagangan,81,71,3805955,34556012,Lazada,751,2019,-875428696,606656472,751,006,Malang,-2533.361477,152,46013.33156,4601333.156,807.9458901
288216789,Ud. Fauzan Mahkota,Perdagangan,28,4,782127,48518181,Lazada,716,2019,-132240075,120505504,716,006,Mojokerto,-272.5577758,32,67762.82263,6776282.263,6103.36352
288216790,Ud. Obed Terang Wahyu,Perdagangan,91,79,4366488,41355529,unknown,799,2015,-802698296,562702550,799,006,Blitar,-1940.969721,170,51759.11014,5175911.014,847.1119353
288216791,Ud. Bayu Widuri,Perdagangan,43,26,7644218,35189585,Tokopedia,278,2019,-281512756,211134894,278,006,Madiun,-799.988849,69,126581.241,12658124.1,360.3425099
288216792,Ud. Kirana Gemilang,Perdagangan,6,62,4571478,1281086,Shopee,634,2016,-382182610,255642464,634,006,Probolinggo,-29832.70522,68,2020.640379,202064.0379,-71.97654675
288216793,Ud. Olivia Brata,Perdagangan,30,64,5997460,3155502,Lazada,682,2004,-323816871,217981582,682,006,Kediri,-10261.97641,94,4626.835777,462683.5777,-47.38602675
288216794,Ud. Ulil Prima,Jasa,37,62,6947716,9885316,Tokopedia,664,2024,-302245943,208087506,664,002,Gresik,-3057.524342,99,14887.5241,1488752.41,42.28152101
288216795,Ud. Hilmi Taruna,Kesehatan,65,4,2745216,25133642,Lazada,206,2019,-327623027.5,235171113,206,003,Blitar,-1303.523888,69,122007.9709,12200797.09,815.5433307
288216796,Ud. Willy Gita,Perdagangan,78,66,5211246.5,27877338,Bukalapak,637,2004,-498309030,350790912,637,006,Madiun,-1787.505787,144,43763.48195,4376348.195,345.4106997
288216797,Ud. Mila Widuri,Jasa,21,51,600645,6160820,Tokopedia,276,2002,-425239672,287600328,276,002,Probolinggo,-6902.322613,72,22321.81159,2232181.159,925.7007051
288216798,Ud. Hendra Bahagia Karim,Perdagangan,74,49,4440325,16503803,Bukalapak,811,2024,-648543421,443364816,811,006,Surabaya,-3929.660461,123,20349.94205,2034994.205,271.6800685
288216799,Ud. Bagir Jati,Kesehatan,53,96,6542402,16927715,Bukalapak,359,2001,-492589705,339678280,359,003,Gresik,-2909.95982,149,47152.40947,4715240.947,158.7385336
288216800,Ud. Galih Buana Maudy,Kesehatan,53,82,7403442,43471352,Lazada,198,2017,-659364230.5,468557055,198,003,Malang,-1516.778752,135,219552.2828,21955228.28,487.1775858
288216801,Ud. Qais Pagi,Perdagangan,82,3,9674404,12434764,Lazada,588,2000,-442665903.5,303400445,588,006,Blitar,-3559.90595,85,21147.55782,2114755.782,28.53261038
288216802,Ud. Pasha Utama,Perdagangan,5,76,879160,1005531,Website Sendiri,313,2001,-379527609,253688760,313,006,Malang,-37743.99884,81,3212.559105,321255.9105,14.3740616
288216803,Ud. Abel Saputra,Pendidikan,72,49,6386556,6240129,Tokopedia,516,2009,-547147200,368924886,516,005,Probolinggo,-8768.20335,121,12093.27326,1209327.326,-2.292738058
288216804,Ud. Winda Sakti,Perdagangan,61,42,775737,9234502,Website Sendiri,778,2017,-536046519.5,363520681,778,006,Batu,-5804.823254,103,11869.53985,1186953.985,1090.416597
288216805,Ud. Budi Sukarela,Pendidikan,28,54,4589778,28267167,Shopee,870,2012,-320052597,232213176,870,005,Kediri,-1132.241505,82,32490.99655,3249099.655,515.8722056
288216806,Ud. Naila Darma,Jasa,42,89,5358049,23288910,Shopee,927,2021,-681052174.5,469560723,927,002,Pasuruan,-2924.362602,131,25122.88026,2512288.026,334.6527999
288216807,Ud. Tari Bersemi Anisa,Kesehatan,66,40,4169119,19258262,Lazada,899,2006,-363334693,255061970,899,003,Madiun,-1886.643213,106,21421.87097,2142187.097,361.9264166
288216808,Ud. Qanita Mahendra,Kesehatan,61,30,3730252,36261551,Shopee,103,2001,-239808334,184046590,103,003,Gresik,-661.3295002,91,352053.8932,35205389.32,872.0938693
288216809,Ud. Gilang Nirbayu,Pendidikan,12,34,5211246.5,19086195,Bukalapak,62,2010,-176342988,130286122,62,005,Mojokerto,-923.9295103,46,307841.8548,30784185.48,213.7275602
288216810,Ud. Yessi Panji Rahmat,Perdagangan,63,79,8501408,46209563,Shopee,179,2022,-708376165,503057152,179,006,Sidoarjo,-1532.964432,142,258153.9832,25815398.32,443.5518799
288216811,Ud. Yayan Satria Bayu,Pendidikan,46,56,5673064,33068119,Website Sendiri,41,2014,-554585756,391769250,41,005,Kediri,-1677.101005,102,806539.4878,80653948.78,482.8969848
288216812,Ud. Gerry Damai Yola,Perdagangan,59,23,1782090,28574325,Tokopedia,127,2004,-291853959,213618856,127,006,Pasuruan,-1021.385314,82,224994.685,22499468.5,1503.416494
288216813,Ud. Berlian Karang,Perdagangan,14,52,2328623,4246772,Lazada,939,2016,-333366493,225075510,939,006,Sidoarjo,-7849.879697,66,4522.653887,452265.3887,82.37267261
288216814,Ud. Eni Gemilang,Kesehatan,4,29,1965417,44165239,Tokopedia,916,2003,-68262378.5,74951745,916,003,Blitar,-154.5613248,33,48215.32642,4821532.642,2147.117991
288216815,Ud. Rizki Mulya,Pendidikan,68,80,4583730,24582997,Lazada,247,2014,-419758661,296227772,247,005,Gresik,-1707.516219,148,99526.30364,9952630.364,436.309883
288216816,Ud. Rahmat Baru,Pendidikan,1,49,3542695,47277865,Shopee,657,2024,-212133560,172940950,657,005,Sidoarjo,-448.6953038,50,71960.2207,7196022.07,1234.516943
288216817,Ud. Yumna Cahyaningrat,Perdagangan,37,6,2705999,27513143,Shopee,472,2007,-194245726,147839246,472,006,Surabaya,-706.0106728,43,58290.5572,5829055.72,916.7462368
288216818,Ud. Tomi Wirajaya,Kesehatan,93,8,3217323,30745349,Lazada,151,2012,-561504056.5,394832937,151,003,Kediri,-1826.305684,101,203611.5828,20361158.28,855.6189727
288216819,Ud. Ulfa Naraya,Kesehatan,53,20,501221,5273582,Tokopedia,47,2001,-429989027.5,290175073,47,003,Malang,-8153.642581,73,112203.8723,11220387.23,952.1470569
288216820,Ud. Zain Sukadarma Valen,Perdagangan,91,29,8787749,47291105,Bukalapak,375,2003,-368973115,277509480,375,006,Batu,-780.2167342,120,126109.6133,12610961.33,438.1481082
288216821,Ud. Qori Siang,Kesehatan,38,21,1577602,28562162,Lazada,199,2011,-194067022,148419456,199,003,Mojokerto,-679.4549446,59,143528.4523,14352845.23,1710.479576
288216822,Ud. Diyan Brawijaya,Pendidikan,95,46,2897419,25611802,Bukalapak,763,2011,-815394683,560670990,763,005,Malang,-3183.66776,141,33567.23722,3356723.722,1285.198413
288216823,Ud. Bulan Mega Yoga,Kesehatan,19,61,8778282,22056238,Website Sendiri,890,2021,-225619562,165117200,890,003,Pasuruan,-1022.928579,80,24782.28989,2478228.989,151.2591644
288216824,Ud. Desta Surapati,Perdagangan,19,30,1998362,46660047,Lazada,422,2012,-215281090.5,174627425,422,006,Kediri,-461.3820695,49,110568.8318,11056883.18,2234.914645
288216825,Ud. Alya Abadi,Pendidikan,28,3,9427141,33915039,Lazada,978,2012,-125197173,106074808,978,005,Batu,-369.1494295,31,34677.95399,3467795.399,259.759539
288216826,Ud. Monica Siang,Kesehatan,34,9,8257658,1758212,Bukalapak,285,2016,-251820442,169052436,285,003,Sidoarjo,-14322.53005,43,6169.164912,616916.4912,-78.70810344
288216827,Ud. Bayu Arya,Pendidikan,31,29,6068025,23458426,Bukalapak,310,2015,-280799354,202838520,310,005,Kediri,-1197.008503,60,75672.34194,7567234.194,286.5907935
288216828,Ud. Aldo Trijaya,Kesehatan,16,93,7524728,25128808,Shopee,390,2002,-489303504.5,342954875,390,003,Sidoarjo,-1947.181516,109,64432.84103,6443284.103,233.9497188
288216829,Ud. Opik Kamajaya,Jasa,50,6,3601778,41600736,Tokopedia,627,2000,-222371280,175981344,627,002,Blitar,-534.536889,56,66348.86124,6634886.124,1055.005556
unknown,Ud. Fanny Rejo,Pendidikan,7,14,7305455,1713388,Shopee,585,2024,-109312488.5,74017251,585,005,Surabaya,-6379.902772,21,2928.868376,292886.8376,-76.54645741
288216831,Ud. Rian Sari,Kesehatan,20,18,2234449,41792132,Shopee,152,2014,-140145598,121291820,152,003,Probolinggo,-335.3396711,38,274948.2368,27494823.68,916.2924282
288216832,Ud. Mirna Satya,Perdagangan,22,73,2860857,22581206,Bukalapak,596,2010,-297772901.5,213569405,596,006,Kediri,-1318.675812,95,37887.92953,3788792.953,689.3161385
288216833,Ud. Dea Galuh,Perdagangan,50,38,9381934,4302573,Lazada,129,2012,-395666007,266645720,129,006,Pasuruan,-9196.032397,88,33353.27907,3335327.907,-54.13980742
288216834,Ud. Jaya Jagad,Kesehatan,90,90,9846534,43383716,Lazada,501,2022,-711368614,503168220,235,003,Sidoarjo,-1639.713422,180,184611.5574,8659424.351,340.5988544
288216835,Ud. Aldo Kusumatmaja,Kesehatan,5,2,5315307,2871742,Bukalapak,40,2003,-26188163,19373270,40,003,Malang,-911.9260365,7,71793.55,7179355,-45.972227
288216836,Ud. Kinan Darussalam,Pendidikan,51,98,3652716,6908019,Lazada,870,2007,-602537592,406297074,870,005,Blitar,-8722.292049,149,7940.251724,794025.1724,89.12006846
288216837,Ud. Qira Senja,Perdagangan,7,51,8353456,4629940,Tokopedia,34,2024,-326634914,220843236,34,006,Pasuruan,-7054.841186,58,136174.7059,13617470.59,-44.57455693
288216838,Ud. Diyan Gita Febri,Perdagangan,98,81,7112940,7818848,Website Sendiri,513,2018,-879411746.5,591487063,513,006,Mojokerto,-11247.3314,179,15241.4191,1524141.91,9.92427885
288216839,Ud. Ayesha Elok,Pendidikan,68,87,4783984,10748458,Lazada,724,2017,-864788882,583691560,724,005,Probolinggo,-8045.70183,155,14845.93646,1484593.646,124.6758768
288216840,Ud. Eddy Agung,Kesehatan,32,12,1091488,20060661,Lazada,523,2022,-201666669,147818220,523,003,Blitar,-1005.284268,44,38356.9044,3835690.44,1737.918603
288216841,Ud. Gisel Wicaksana,Perdagangan,61,43,2945587,41775912,Shopee,562,2012,-411621708,302265080,562,006,Surabaya,-985.3087301,104,74334.36299,7433436.299,1318.254222
288216842,Ud. Jaya Cahaya,Pendidikan,64,80,716811,31613614,Bukalapak,849,2002,-796857626,552314160,849,005,Probolinggo,-2520.61541,144,37236.29446,3723629.446,4310.313737
288216843,Ud. Khalid Jayeng,Perdagangan,62,16,1461702,31550501,Lazada,139,2002,-378974887,273683592,139,006,Gresik,-1201.169157,78,226982.0216,22698202.16,2058.476967
288216844,Ud. Fahmi Winata,Perdagangan,87,74,9605854,26199317,Bukalapak,623,2002,-874858193.5,600705007,623,006,Sidoarjo,-3339.24046,161,42053.47833,4205347.833,172.7432355
288216845,Ud. Tegar Elok,Jasa,31,16,3218725,2824837,Shopee,190,2010,-212918840,143829118,190,002,Gresik,-7537.384989,47,14867.56316,1486756.316,-12.23739214
288216846,Ud. Riko Artha,Perdagangan,54,51,1454722,30073910,Tokopedia,459,2004,-337913815,245325150,459,006,Pasuruan,-1123.61118,105,65520.50109,6552050.109,1967.33039
288216847,Ud. Bayu Adikara,Kesehatan,32,48,9407547,36256949,Website Sendiri,721,2011,-362964091,266147360,721,003,Mojokerto,-1001.088346,80,50287.03051,5028703.051,285.4027942
288216848,Ud. Erlin Brawijaya Chiko,Jasa,37,82,7513298,1392289,Tokopedia,232,2012,-473902160,316862966,232,002,Madiun,-34037.62868,119,6001.24569,600124.569,-81.46900336
288216849,Ud. Mira Sakti,Pendidikan,1,70,7857555,33699447,Website Sendiri,554,2011,-386401092,280067026,554,005,Surabaya,-1146.609593,71,60829.32671,6082932.671,328.879556
288216850,Ud. Xenia Wangi,Perdagangan,80,18,7157323,21565763,Tokopedia,481,2007,-566001910,391711782,481,006,Gresik,-2624.539229,98,44835.26611,4483526.611,201.310462
288216851,Ud. Chiko Cahyaningrat,Pendidikan,9,33,8105312,19835777,Unknown,127,2014,-144639835,109650408,127,005,Batu,-729.1866358,42,156187.2205,15618722.05,144.7256441
288216852,Ud. Gerry Bratadikara,Perdagangan,65,92,9151983,26171848,Tokopedia,802,2000,-494388656,347040336,802,006,Sidoarjo,-1889.009351,157,32633.22693,3263322.693,185.9691501
288216853,Ud. Kurnia Wiraatmaja,Pendidikan,75,29,5890444,14985117,Bukalapak,394,2005,-448378251,308908912,394,005,Madiun,-2992.157158,104,38033.29188,3803329.188,154.3970709
288216854,Ud. Galang Bangun,Pendidikan,93,28,7235627,44419620,Website Sendiri,99,2006,-408589678.5,302006199,99,005,Kediri,-919.8405536,121,448683.0303,44868303.03,513.9014629
288216855,Ud. Uchie Sudharmo,Kesehatan,14,47,9398715,38797757,Bukalapak,375,2010,-252600920.5,194265785,375,003,Mojokerto,-651.0709382,61,103460.6853,10346068.53,312.7985262
288216856,Ud. Pipit Sukma,Pendidikan,86,7,4326797,40748242,Shopee,414,2000,-388522413.5,286180437,414,005,Malang,-953.4703693,93,98425.70531,9842570.531,841.7645894
288216857,Ud. Wahyu Brata,Jasa,81,67,4043069,22952062,Lazada,736,2006,-601073732,416017196,736,002,Batu,-2618.822361,148,31184.86685,3118486.685,467.6890995
288216858,Ud. Poppy Mandala,Kesehatan,50,91,8038082,45348744,Shopee,877,2013,-557633949,401988462,877,003,Pasuruan,-1229.656876,141,51708.94413,5170894.413,464.1736922
288216859,Ud. Oki Arya Miko,Kesehatan,30,51,8281765,38734278,Shopee,317,2001,-230079126,179208936,317,003,Mojokerto,-593.9935837,81,122190.1514,12219015.14,367.7055917
288216860,Ud. Bayu Wicaksana,Kesehatan,37,74,7778949,26373517,Website Sendiri,69,2011,-530935782.5,371539533,69,003,Probolinggo,-2013.139857,111,382224.8841,38222488.41,239.0370216
288216861,Ud. Teguh Yudhistira,Perdagangan,28,81,2228029,27114389,Website Sendiri,569,2000,-361251248.5,258910425,569,006,Blitar,-1332.323028,109,47652.70475,4765270.475,1116.967508
288216862,Ud. Veronika Wetan,Perdagangan,77,84,6899356,11661415,Shopee,844,2003,-584019828.5,397120829,844,006,Probolinggo,-5008.138622,161,13816.84242,1381684.242,69.02178986
288216863,Ud. Hilmi Cempaka Pasha,Pendidikan,42,57,9600111,6868528,Tokopedia,897,2001,-334119102.5,227325087,897,005,Gresik,-4864.493564,99,7657.221851,765722.1851,-28.45366059
