id_umkm,nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan
288215280,UD. Viona Wijaksana,Kesehatan,14,57,9434273,1929942,Bukalapak,132,Belum Terdaftar,2022,-7504331,213000000,132
288215281,UD. Gita Jagadmaya,Pendidikan,61,75,4616937,13081686,Lazada,879,Belum Terdaftar,,8464749,408000000,879
288215282,UD. Kamil Wicaksana,Kesehatan,5,45,5274957,5001684,Tokopedia,10,Terdaftar,2024,-273273,150000000,10
288215283,UD. Made Ayodya,Perdagangan,23,88,7683827,37010923,Tokopedia,724,Belum Terdaftar,2020,29327096,333000000,724
288215284,UD. Alma Prana,Jasa,86,27,9457942,38365753,Tokopedia,346,unknown,2007,28907811,339000000,346
288215285,UD. Qisya Raharja,Jasa,4,80,6377693,35710916,Bukalapak,671,Belum Terdaftar,2022,29333223,252000000,671
288215286,UD. Clarissa Kawiswara,Kesehatan,70,79,7044116,27349107,Bukalapak,983,Belum Terdaftar,2010,20304991,447000000,983
288215287,UD. Miko Sahaja,Pendidikan,85,95,6502129,26961672,Website Sendiri,117,Terdaftar,2023,20459543,540000000,117
288215288,UD. Esa Elok,Perdagangan,92,58,1546396,45130214,Shopee,800,Belum Terdaftar,2021,43583818,450000000,800
288215289,UD. Indira Puri,Pendidikan,52,3,5373745,6529109,Tokopedia,731,Terdaftar,2012,1155364,165000000,731
288215290,UD. Wulan Abadi Cinta,Jasa,30,40,7443243,23282450,Website Sendiri,,Belum Terdaftar,2011,15839207,210000000,412
288215291,UD. Ulya Suryaputra,Pendidikan,34,59,9623441,21718148,Lazada,548,Belum Terdaftar,2004,12094707,279000000,548
288215292,UD. Lutfi Ananta,Jasa,97,61,590541,18170068,Tokopedia,795,Belum Terdaftar,2018,17579527,474000000,795
288215293,UD. Hilmiyah Saputranegara,Jasa,18,10,6759928,39474193,Tokopedia,703,Belum Terdaftar,2017,32714265,84000000,703
288215294,UD. Taufik Pancasila,Pendidikan,33,19,1752323,33273028,Website Sendiri,154,Terdaftar,2014,31520705,156000000,154
288215295,UD. Gema Saputranegara,Jasa,93,89,4161183,35512316,Shopee,448,Terdaftar,2011,31351133,546000000,448
288215296,UD. Tomi Kencana,Pendidikan,82,6,5272841,1028902,Lazada,867,Belum Terdaftar,2013,-4243939,264000000,867
288215297,UD. Omar Abdi Delia,Perdagangan,81,94,859464,44772492,Lazada,679,Terdaftar,2010,43913028,525000000,679
288215298,UD. Nindy Surya,Jasa,0,61,3668884,9069373,Lazada,985,Belum Terdaftar,2004,5400489,183000000,985
288215299,UD. Rizki Brata,Perdagangan,40,6,8347955,20049177,Bukalapak,574,Belum Terdaftar,2018,11701222,138000000,574
288215300,UD. Ina Prajurit,Perdagangan,52,63,5720975,32987323,Shopee,90,Terdaftar,2001,27266348,345000000,90
288215301,UD. Hasna Trisula,Perdagangan,79,57,9544682,15424586,Tokopedia,403,Terdaftar,2003,5879904,408000000,403
288215302,UD. Hana Kelana Hilmi,Pendidikan,63,3,2159027,14336642,Shopee,103,Belum Terdaftar,2008,12177615,198000000,103
288215303,UD. Anis Tejakencana,Pendidikan,39,71,9999711,38452091,Shopee,167,Terdaftar,2007,28452380,330000000,167
288215304,UD. Ulfa Bratadikara,Pendidikan,61,13,2542664,28257644,Shopee,547,Terdaftar,2014,25714980,222000000,547
288215305,UD. Fitri Wibawa Budi,Kesehatan,54,85,9226222,20346875,Shopee,976,Terdaftar,2023,11120653,417000000,976
288215306,UD. Qira Sukarela,Kesehatan,91,22,9915428,39295097,Shopee,462,Terdaftar,2013,29379669,339000000,462
288215307,UD. Aqila Lestari,Perdagangan,10,88,1490884,4250869,Bukalapak,30,Terdaftar,2022,2759985,294000000,30
288215308,UD. Dewi Damai,Kesehatan,,35,6073918,10219980,Website Sendiri,321,Belum Terdaftar,2006,4146062,258000000,321
288215309,UD. Zara Madusari,Jasa,95,89,5105694,9008426,Shopee,273,Belum Terdaftar,2020,3902732,552000000,273
288215310,UD. Zainab Asa,Kesehatan,25,23,2396970,44703529,Tokopedia,678,Belum Terdaftar,2007,42306559,144000000,678
288215311,UD. Jordi Bijaksana,Kesehatan,73,81,7063701,24981844,Shopee,169,Belum Terdaftar,2003,17918143,462000000,169
288215312,UD. Putra Suci,Jasa,86,20,1664258,18968026,Lazada,457,Terdaftar,2007,,318000000,457
288215313,UD. Vincent Sukma Yusuf,Jasa,47,62,5275144,29974916,Lazada,993,Terdaftar,2008,24699772,327000000,993
288215314,UD. Tono Adikara,Jasa,44,46,3332757,6709904,Lazada,437,Belum Terdaftar,2010,3377147,270000000,437
288215315,UD. Ulya Mahendra,Jasa,32,68,5619957,36215670,Lazada,972,Terdaftar,2023,30595713,300000000,972
288215316,UD. Qais Lempung,Perdagangan,63,14,9361988,13164692,Shopee,833,Terdaftar,2008,3802704,231000000,833
288215317,UD. Bulan Kayastha,Kesehatan,77,30,9421626,42006528,Lazada,,Belum Terdaftar,2016,32584902,321000000,766
288215318,UD. Zainab Tirtaatmaja Eddy,Pendidikan,8,89,3999008,17591887,Bukalapak,362,Terdaftar,2017,13592879,291000000,362
288215319,UD. Xenia Utamaindah,Jasa,77,3,9765598,32325589,Shopee,589,Belum Terdaftar,2020,22559991,240000000,589
288215320,UD. Hana Bintang,Kesehatan,99,,5932964,5366719,Website Sendiri,660,Belum Terdaftar,2008,-566245,306000000,660
288215321,UD. Asep Pamungkas,Perdagangan,1,43,8092672,41471879,Lazada,613,Terdaftar,2012,33379207,132000000,613
288215322,UD. Wira Trisaktiatma,Perdagangan,74,60,2079431,22360429,Shopee,686,Terdaftar,2001,20280998,402000000,686
288215323,UD. Anisa Hilir,Kesehatan,13,62,5445435,28720496,Bukalapak,657,Terdaftar,2016,23275061,225000000,657
288215324,UD. Wenda Utama,Jasa,35,82,874927,2856872,Tokopedia,451,Terdaftar,2020,1981945,351000000,451
288215325,UD. Vito Utamaindah,Kesehatan,34,25,5007520,35966117,Shopee,651,Terdaftar,2022,30958597,177000000,651
288215326,UD. Prita Widjaja,Kesehatan,63,49,892647,45977652,Website Sendiri,15,Terdaftar,2011,45085005,336000000,15
288215327,UD. Joko Ananta,Jasa,24,32,2190627,25360513,Tokopedia,681,Terdaftar,2003,23169886,168000000,681
288215328,UD. Sekar Cahaya,Jasa,96,3,6873938,47814910,Lazada,365,Terdaftar,2001,40940972,297000000,365
288215329,UD. Valen Taruna,Perdagangan,8,56,9503089,29848287,Shopee,412,Belum Terdaftar,2009,20345198,192000000,412
288215330,UD. Dewi Dwijaputra,Jasa,76,61,8595442,34709522,Lazada,372,Terdaftar,2003,26114080,411000000,372
288215331,UD. Qisya Kayastha,Kesehatan,42,87,9005160,22096716,Tokopedia,878,Terdaftar,2023,13091556,387000000,878
288215332,UD. Priska Adhi,Pendidikan,9,94,9964449,7208471,Bukalapak,411,Terdaftar,2000,-2755978,unknown,411
288215333,UD. Vita Sasmita,Kesehatan,56,33,7919330,44100937,Website Sendiri,876,Belum Terdaftar,2016,36181607,267000000,876
288215334,UD. Santi Sunardi,Kesehatan,32,33,2445644,29064964,Shopee,610,Belum Terdaftar,2011,26619320,195000000,610
288215335,UD. Zidan Wangi,Kesehatan,8,1,7649074,8280858,Tokopedia,945,Belum Terdaftar,2008,631784,27000000,945
288215336,UD. Iman Makmur,Perdagangan,53,42,9207194,38848507,Tokopedia,69,Terdaftar,2017,29641313,285000000,69
288215337,UD. Ghani Wetan,Jasa,12,71,8923912,34818044,Shopee,177,Belum Terdaftar,2021,25894132,249000000,177
288215338,UD. Vina Mandala,Pendidikan,23,48,8384044,3411065,Shopee,986,Terdaftar,2010,-4972979,213000000,986
288215339,UD. Ida Mandala,unknown,61,20,680791,15559481,Lazada,587,Belum Terdaftar,2023,14878690,243000000,587
288215340,UD. Diyan Jayaningrat,Pendidikan,39,11,5609616,40656984,Shopee,671,Belum Terdaftar,2009,35047368,150000000,671
288215341,UD. Bella Maheswara,Pendidikan,58,35,7068045,28631174,Shopee,46,Terdaftar,2009,21563129,279000000,46
288215342,UD. Bagas Malam,Perdagangan,55,0,9041996,22347900,Tokopedia,887,Terdaftar,2006,13305904,165000000,887
288215343,UD. Sani Satriya,Pendidikan,63,41,8805878,24307948,Lazada,42,Belum Terdaftar,2014,15502070,312000000,42
288215344,UD. Fahmi Trisakti,Jasa,59,15,6637499,10341978,Lazada,285,Terdaftar,2015,3704479,222000000,unknown
288215345,UD. Viona Asih,Perdagangan,80,48,5872278,33986931,Website Sendiri,433,Belum Terdaftar,2003,28114653,384000000,433
288215346,UD. Hilmi Widuri Pandu,Jasa,96,5,9482369,40048378,Website Sendiri,149,Belum Terdaftar,2011,30566009,303000000,149
288215347,UD. Dea Sundawa,Perdagangan,22,96,4785720,18279956,Website Sendiri,58,Terdaftar,2014,13494236,354000000,58
288215348,UD. Yaniar Tejakusuma,Perdagangan,26,12,6815880,11010785,Website Sendiri,683,Terdaftar,2020,4194905,114000000,683
288215349,UD. Fani Naraya,Perdagangan,60,44,8546459,29343380,unknown,876,Terdaftar,2016,20796921,312000000,876
288215350,UD. Raka Pamungkas Abdi,Kesehatan,43,8,1797216,11713134,Tokopedia,368,Belum Terdaftar,2005,9915918,153000000,368
288215351,UD. Galang Resmi,Kesehatan,56,98,4013460,41669978,Website Sendiri,958,Terdaftar,2002,37656518,462000000,958
288215352,UD. Qayla Warna Vidi,Perdagangan,42,27,1429947,23941454,Website Sendiri,69,Terdaftar,2012,22511507,207000000,69
288215353,UD. Isna Asa,Kesehatan,61,63,668272,18563634,Lazada,75,Belum Terdaftar,2001,17895362,372000000,75
288215354,UD. Damaris Madusari,Perdagangan,25,33,4176026,12649540,Bukalapak,293,Terdaftar,2022,8473514,174000000,293
288215355,UD. Abel Praja,Jasa,87,31,8923535,14872447,Tokopedia,476,Terdaftar,2003,5948912,354000000,476
288215356,UD. Livia Swargaloka,Perdagangan,74,64,6852512,2103928,Tokopedia,705,Terdaftar,2005,-4748584,414000000,705
288215357,UD. Silvi Manggala Via,Perdagangan,92,88,6461827,,Tokopedia,445,Terdaftar,2010,1581804,540000000,445
288215358,UD. Yolanda Lingga,Kesehatan,63,51,9472689,32191790,Bukalapak,20,Terdaftar,2002,22719101,342000000,20
288215359,UD. Binar Praja,Kesehatan,68,73,4874112,44596119,Website Sendiri,180,Belum Terdaftar,2009,39722007,423000000,180
288215360,UD. Nazar Satya,Jasa,23,65,6814095,8238527,Website Sendiri,773,Terdaftar,2008,1424432,264000000,773
288215361,UD. Balqis Trijaya,Perdagangan,72,3,3524620,36453329,Tokopedia,185,Terdaftar,2018,32928709,225000000,185
288215362,UD. Odie Jayengprana Vidi,Perdagangan,73,24,1741146,12494897,Bukalapak,707,Terdaftar,2001,10753751,291000000,707
288215363,UD. Hilmiyah Nirwana,Jasa,10,79,8111654,27744814,Bukalapak,706,Terdaftar,2022,19633160,267000000,706
288215364,UD. Gita Kencana,Perdagangan,94,62,6203868,8416105,Lazada,663,Terdaftar,2018,2212237,468000000,663
288215365,UD. Yumna Wicaksana,Kesehatan,66,39,5583517,32562692,Lazada,865,Belum Terdaftar,2000,26979175,315000000,865
288215366,UD. Mila Ratu,Pendidikan,88,68,1945520,31781071,Website Sendiri,191,Belum Terdaftar,2020,29835551,468000000,191
288215367,UD. Rahmat Sahaja,Kesehatan,52,55,3740644,17467028,Website Sendiri,651,Terdaftar,2006,13726384,321000000,651
288215368,UD. Olivia Trisudira,Kesehatan,42,22,3960454,42352907,Website Sendiri,51,Belum Terdaftar,2009,38392453,192000000,51
288215369,UD. Kirana Asmaralaya,Perdagangan,26,83,2225669,49905104,Tokopedia,769,Belum Terdaftar,2017,47679435,327000000,769
288215370,UD. Lando Galang,Jasa,0,2,4417251,10210795,Tokopedia,656,Belum Terdaftar,2004,5793544,6000000,656
288215371,UD. Esa Anggara,Perdagangan,48,64,7459832,37334880,Lazada,253,Belum Terdaftar,2007,29875048,336000000,253
288215372,UD. Zera Saprahan,Kesehatan,47,50,1168126,11916746,Website Sendiri,623,Terdaftar,2006,10748620,291000000,623
288215373,UD. Bayu Maju,Pendidikan,79,24,7664046,2142951,Website Sendiri,658,Terdaftar,2021,-5521095,309000000,658
288215374,UD. Uchie Sudarsana,Perdagangan,98,79,3824344,8362122,Lazada,42,Terdaftar,2005,4537778,531000000,42
288215375,UD. Ilham Damai,Pendidikan,78,40,9772511,13747291,Tokopedia,868,Belum Terdaftar,2019,3974780,354000000,868
288215376,UD. Chika Mayang Evan,Perdagangan,97,4,7206934,10550954,Tokopedia,386,Terdaftar,2009,3344020,303000000,386
288215377,UD. Lea Wijaksana,Kesehatan,52,99,5964284,49227149,Lazada,771,Terdaftar,2023,43262865,453000000,771
288215378,UD. Wahyu Baru Novi,Pendidikan,10,63,4456858,39952562,Bukalapak,333,Belum Terdaftar,2005,35495704,219000000,333
288215379,UD. Khayla Wiraatmaja,Jasa,8,5,8631716,20143594,Shopee,457,Belum Terdaftar,2011,11511878,39000000,457
288215380,UD. Hanafi Malam,Jasa,60,75,1452489,12414618,Shopee,874,Belum Terdaftar,2009,10962129,405000000,874
288215381,UD. Indira Panuluh,Kesehatan,87,45,8736051,13459260,Lazada,200,Belum Terdaftar,2006,4723209,396000000,200
288215382,UD. Diyan Purnama,Perdagangan,98,22,2094965,29029793,Bukalapak,401,Terdaftar,2006,26934828,360000000,401
288215383,UD. Eddy Manik,Pendidikan,21,37,4237511,42972487,Lazada,836,Terdaftar,2022,38734976,174000000,836
288215384,UD. Desta Manunggal,Pendidikan,70,4,9946675,42542186,Website Sendiri,369,Belum Terdaftar,2015,32595511,222000000,369
288215385,UD. Suci Utamaindah,Perdagangan,43,60,6348099,10358112,Bukalapak,146,Terdaftar,2000,4010013,309000000,146
288215386,UD. Zidan Tirta,Kesehatan,29,1,9314703,32136740,Website Sendiri,149,Terdaftar,2002,22822037,90000000,149
288215387,UD. Yessi Satria,Perdagangan,59,2,3388557,26337398,Lazada,67,Belum Terdaftar,2006,22948841,183000000,67
288215388,UD. Umar Tunggal,Kesehatan,92,6,4200290,13788537,Tokopedia,826,Belum Terdaftar,2003,9588247,294000000,826
288215389,UD. Pipit Nawasena Hana,Kesehatan,54,89,4814106,47618132,Website Sendiri,309,Terdaftar,2004,42804026,429000000,309
288215390,UD. Isna Nirmala Ojan,Kesehatan,38,75,1111527,21924722,Tokopedia,660,Belum Terdaftar,2004,20813195,339000000,660
288215391,UD. Chika Kencana,Perdagangan,40,49,839078,4303836,,665,Belum Terdaftar,2005,3464758,267000000,665
288215392,UD. Tomi Adiwangsa,Kesehatan,8,59,3901849,13936515,Lazada,587,Terdaftar,2007,10034666,201000000,587
288215393,UD. Prita Hastinapura,Pendidikan,0,64,8621608,41334680,Lazada,120,Terdaftar,2012,32713072,192000000,120
288215394,UD. Nina Kelana,Jasa,2,64,3103720,3635332,Shopee,175,Terdaftar,2021,531612,198000000,175
288215395,UD. Ujang Sari,Perdagangan,68,96,8070035,33682130,Website Sendiri,692,Terdaftar,2008,25612095,492000000,692
288215396,UD. Veronika Kusumasari,Pendidikan,10,61,2496299,3297450,Tokopedia,366,Terdaftar,2007,801151,213000000,366
288215397,UD. Widya Jayawarsa,Pendidikan,3,53,7653660,10413286,Website Sendiri,119,Terdaftar,2015,2759626,168000000,119
288215398,UD. Fatiah Anugerah,Jasa,32,,6417251,38281605,Website Sendiri,377,Terdaftar,2013,31864354,252000000,377
288215399,UD. Ulfa Purnama,Kesehatan,32,8,8903728,39322717,Lazada,204,Terdaftar,2015,30418989,120000000,204
288215400,UD. Hendra Manik,Jasa,44,0,1874621,5718526,Website Sendiri,364,Belum Terdaftar,2012,3843905,132000000,364
288215401,UD. Ilmi Kelana,Perdagangan,19,14,7715550,23567692,Shopee,594,Belum Terdaftar,2003,15852142,99000000,594
288215402,UD. Thariq Widhi,Pendidikan,36,88,,24652078,Bukalapak,196,Belum Terdaftar,2005,19494993,372000000,196
288215403,UD. Vincent Utamaindah,Perdagangan,83,35,8511281,26346114,Tokopedia,749,Terdaftar,2014,17834833,354000000,749
288215404,UD. Cahya Maju,Jasa,97,9,3162804,46003321,Bukalapak,400,Terdaftar,2010,42840517,318000000,400
288215405,UD. Hanafi Trisula,Kesehatan,20,49,1142256,49489442,Bukalapak,510,Belum Terdaftar,2020,48347186,207000000,510
288215406,UD. Lutfi Mandala,Jasa,57,30,2870210,7066684,Tokopedia,130,Belum Terdaftar,2016,4196474,261000000,130
288215407,UD. Jasmin Karang,Pendidikan,50,83,3305136,44092803,Bukalapak,419,Belum Terdaftar,2013,40787667,399000000,419
288215408,UD. Riko Anggrek Grego,Pendidikan,70,68,8893909,7985138,Website Sendiri,469,Terdaftar,2019,-908771,414000000,469
288215409,UD. Deni Prana,Kesehatan,15,91,5401015,17686848,Lazada,473,Terdaftar,2000,12285833,318000000,473
288215410,UD. Anis Karya Oki,Pendidikan,95,97,512628,36381248,Shopee,936,Terdaftar,2001,35868620,576000000,936
288215411,UD. Yuli Wetan,Kesehatan,35,15,8351259,26911174,Shopee,673,Belum Terdaftar,2022,18559915,150000000,673
288215412,UD. Ismail Tirtayasa Eni,Kesehatan,49,78,8080888,31135887,Website Sendiri,202,Terdaftar,2005,23054999,381000000,202
288215413,UD. Tania Winata Bambang,Jasa,74,41,9711166,16292931,Lazada,449,Terdaftar,2021,6581765,345000000,449
288215414,UD. Hesti Suci,Jasa,47,25,2947459,10219343,Lazada,72,Belum Terdaftar,2004,7271884,216000000,72
288215415,UD. Livia Saputra,Perdagangan,28,29,1573103,47567793,Bukalapak,419,Belum Terdaftar,2001,45994690,171000000,419
288215416,UD. Aqila Pelangi,Perdagangan,41,1,5887321,46694862,Shopee,323,Terdaftar,2003,40807541,126000000,323
288215417,UD. Qayla Merdeka,Pendidikan,97,66,2524956,20194248,Shopee,36,Belum Terdaftar,2012,17669292,489000000,36
288215418,UD. Fatimah Selaras,Perdagangan,58,82,9870299,7821642,Shopee,334,Terdaftar,2003,-2048657,420000000,334
288215419,UD. Alma Saputra,Pendidikan,54,55,1987708,30081798,Tokopedia,47,Terdaftar,2023,28094090,327000000,47
288215420,UD. Cipta Binasena,Kesehatan,73,23,,41948788,Shopee,56,Terdaftar,2018,40097847,288000000,56
288215421,UD. Qisya Bintang,Pendidikan,66,66,9122900,30642710,Tokopedia,506,Belum Terdaftar,2023,21519810,396000000,506
288215422,UD. Panji Pelangi,Perdagangan,21,39,6524484,22748422,Website Sendiri,249,Terdaftar,2010,16223938,180000000,249
288215423,UD. Melati Gandewa,Jasa,95,62,6108194,34045387,Tokopedia,900,Belum Terdaftar,2007,27937193,471000000,900
288215424,UD. Ulil Lingga Owen,Kesehatan,83,68,6908260,6464578,Tokopedia,740,Belum Terdaftar,2016,-443682,453000000,740
288215425,UD. Erlin Rejo,Perdagangan,1,58,8510376,1486726,Lazada,542,Terdaftar,2006,-7023650,177000000,542
288215426,UD. Wulan Bima,Pendidikan,7,95,3993002,25673302,Bukalapak,600,Belum Terdaftar,2022,21680300,306000000,600
288215427,UD. Vincent Winata,Kesehatan,40,60,7232920,11091429,Lazada,516,Terdaftar,2006,3858509,300000000,516
288215428,UD. Riko Terang,Pendidikan,88,51,8450237,25808662,Shopee,405,Belum Terdaftar,2003,17358425,417000000,405
288215429,UD. Halimah Kusumasari,Perdagangan,10,94,4216976,16290233,Lazada,134,Belum Terdaftar,2003,12073257,312000000,134
288215430,UD. Sari Sentosa,Pendidikan,23,75,4580532,49208937,Bukalapak,340,Belum Terdaftar,2010,44628405,294000000,340
288215431,UD. Fanny Sarwono Clarissa,Perdagangan,25,35,1538480,18035396,Tokopedia,802,Belum Terdaftar,2004,16496916,180000000,802
288215432,UD. Uti Surapati Fajar,Jasa,34,99,1185024,17651304,Tokopedia,717,Terdaftar,2024,16466280,399000000,717
288215433,UD. Nibras Wijaya,Perdagangan,4,30,2639638,42710960,Website Sendiri,374,Terdaftar,2006,40071322,102000000,374
288215434,UD. Rian Mandiri,Perdagangan,14,96,7239461,5939188,Website Sendiri,,Belum Terdaftar,2013,-1300273,330000000,607
288215435,UD. Evan Sehat,Jasa,13,6,2734080,48725117,Bukalapak,131,Terdaftar,2022,45991037,57000000,131
288215436,UD. Elyas Mahkota,Perdagangan,36,89,6254995,46618652,Bukalapak,692,Belum Terdaftar,2001,40363657,375000000,692
288215437,UD. Echa Bagaskara,Pendidikan,17,89,5811014,43416535,Lazada,700,Belum Terdaftar,2007,37605521,318000000,700
288215438,UD. Clarissa Sangkala,Pendidikan,75,19,5750154,13453846,Bukalapak,996,Terdaftar,2021,7703692,282000000,996
288215439,UD. Jodi Kulon,Kesehatan,66,97,4451221,8328283,Lazada,98,Belum Terdaftar,2009,3877062,489000000,98
288215440,UD. Uchie Kinarya,Kesehatan,45,32,9019721,44544584,Website Sendiri,545,Belum Terdaftar,2013,35524863,231000000,545
288215441,UD. Opik Sukarela,Kesehatan,96,82,3527761,1395262,Lazada,18,Terdaftar,2014,-2132499,534000000,18
288215442,UD. Ony Wisnu,Pendidikan,67,16,3937082,17107956,Lazada,883,Belum Terdaftar,2024,13170874,249000000,883
,UD. Mega Mahkota,Perdagangan,56,5,3872248,11189456,Website Sendiri,799,Terdaftar,2010,7317208,183000000,799
288215444,UD. Barokah Wijaya,Pendidikan,39,85,6093170,33479112,Shopee,804,Terdaftar,2006,27385942,372000000,804
288215445,UD. Nazar Senja,Jasa,89,80,1429899,36145447,Bukalapak,326,Terdaftar,2018,34715548,507000000,326
288215446,UD. Daffa Lingga,Jasa,84,19,1844434,43259909,Tokopedia,865,Belum Terdaftar,2024,41415475,309000000,865
288215447,UD. Maudy Wetan,Kesehatan,44,41,9038773,48597838,Website Sendiri,842,Terdaftar,2005,39559065,255000000,842
288215448,UD. Tomi Utama,Kesehatan,15,62,3194969,32847022,Lazada,330,Terdaftar,2006,29652053,231000000,330
288215449,UD. Alma Asih,Perdagangan,61,40,6180976,5790533,Tokopedia,151,Terdaftar,2021,-390443,303000000,151
288215450,UD. Aqila Puri,Jasa,22,89,5094365,23372846,Bukalapak,761,Terdaftar,2003,18278481,333000000,761
288215451,UD. Hesti Anggara,Pendidikan,87,91,8512721,7124433,Tokopedia,499,Terdaftar,2013,-1388288,534000000,499
288215452,UD. Tono Widjaja Tiara,Perdagangan,72,71,5858367,40861621,Tokopedia,102,Belum Terdaftar,2023,35003254,429000000,102
288215453,UD. Guntur Wisnu,Jasa,82,6,764352,30564887,Bukalapak,29,Terdaftar,,29800535,264000000,29
288215454,UD. Lina Wirajaya Ismail,Perdagangan,90,70,3331808,39497014,Lazada,874,Terdaftar,2010,36165206,480000000,874
288215455,UD. Wulan Mahendra,Kesehatan,94,28,6666312,38720177,Lazada,182,Terdaftar,2015,32053865,366000000,182
,UD. Fatiah Permai,Pendidikan,50,66,6422033,11887890,Shopee,688,Belum Terdaftar,2006,5465857,348000000,688
288215457,UD. Raka Sarwono,Pendidikan,0,15,5028226,27634587,Lazada,349,Belum Terdaftar,2015,22606361,45000000,349
288215458,UD. Yudi Senopati,Kesehatan,76,76,3694243,22688342,Shopee,762,Terdaftar,2017,18994099,456000000,762
288215459,UD. Wenda Padi,Perdagangan,44,49,3927402,32348762,Website Sendiri,858,Belum Terdaftar,2024,28421360,279000000,858
288215460,UD. Umar Baswara,Jasa,3,81,4209442,14968889,Bukalapak,167,Terdaftar,2008,10759447,252000000,167
288215461,UD. Farid Widuri,Kesehatan,54,43,604822,32072125,Shopee,470,Terdaftar,2007,31467303,291000000,470
288215462,UD. Putra Kinarya,Perusahaan,88,76,3479905,41422414,Bukalapak,479,Belum Terdaftar,2013,37942509,492000000,479
288215463,UD. Fanny Sangkala,Perdagangan,9,30,1639491,6454237,Tokopedia,969,Belum Terdaftar,2007,4814746,117000000,969
288215464,UD. Rangga Artha,Kesehatan,86,66,7353514,23993688,Bukalapak,623,Terdaftar,2005,16640174,456000000,623
288215465,UD. Iman Baruna,Jasa,29,93,2932162,17273438,Bukalapak,879,Terdaftar,2010,14341276,366000000,879
288215466,UD. Khayla Lintang,Pendidikan,13,2,2307097,22996298,Bukalapak,82,Belum Terdaftar,2019,20689201,45000000,82
288215467,UD. Cinta Pagi,Pendidikan,95,89,7089724,23618991,Tokopedia,357,Terdaftar,2012,16529267,552000000,357
288215468,UD. Delia Surya Livia,Perdagangan,29,65,8446556,48821591,Lazada,32,Belum Terdaftar,2020,40375035,282000000,32
288215469,UD. Karim Gemilang,Perdagangan,4,97,9263581,45969741,Shopee,928,Terdaftar,2021,36706160,303000000,928
288215470,UD. Ayesha Arya,Kesehatan,14,76,9490726,28234134,Website Sendiri,297,Terdaftar,2021,18743408,270000000,297
288215471,UD. Ayesha Karya,Perdagangan,16,74,7487282,4220548,Bukalapak,346,unknown,2000,-3266734,270000000,346
288215472,UD. Qamar Jayengpati,Pendidikan,47,6,2716024,7654574,Bukalapak,817,Terdaftar,2000,4938550,159000000,817
288215473,UD. Halimah Sari,Pendidikan,96,26,9741405,24300189,Shopee,687,Terdaftar,2008,14558784,366000000,687
288215474,UD. Guntur Jaya Fauzan,Kesehatan,75,6,5859894,23435625,Shopee,71,Belum Terdaftar,2004,17575731,243000000,71
288215475,UD. Fikri Kusumajati,Pendidikan,24,7,9350228,43073711,Tokopedia,564,Terdaftar,2006,33723483,93000000,564
288215476,UD. Putri Binasena,Pendidikan,18,99,3356842,47673455,Shopee,997,Terdaftar,2014,44316613,351000000,997
288215477,UD. Halimah Utama,Jasa,58,41,8843623,1909561,Tokopedia,606,Terdaftar,2005,-6934062,297000000,606
288215478,UD. Ari Bintang,Pendidikan,52,92,7982851,39850354,Lazada,575,Belum Terdaftar,2019,31867503,432000000,575
288215479,UD. Chiko Panji,Kesehatan,86,84,9237649,40914946,Tokopedia,502,Belum Terdaftar,,31677297,510000000,502
288215480,UD. Kirana Arya,Jasa,38,25,9488556,16881843,Bukalapak,562,Terdaftar,2005,7393287,189000000,562
288215481,UD. Yuli Puri,Perdagangan,4,60,2291970,11296405,Website Sendiri,573,Belum Terdaftar,2010,9004435,192000000,573
288215482,UD. Rafif Prana,Kesehatan,39,19,6157324,3252827,Bukalapak,704,Belum Terdaftar,2014,-2904497,174000000,704
288215483,UD. Fikra Asa,Jasa,84,92,4217546,21601857,Tokopedia,871,Terdaftar,2021,,528000000,871
288215484,UD. Marwan Luhur,Jasa,57,78,2992799,46470152,Bukalapak,438,Terdaftar,2017,43477353,405000000,438
288215485,UD. Suci Mandala,Perdagangan,99,86,2701359,47802368,Lazada,988,Belum Terdaftar,2021,45101009,555000000,988
288215486,UD. Widya Setia,Kesehatan,77,78,5444138,12422499,Lazada,439,Terdaftar,2009,6978361,465000000,439
288215487,UD. Rizki Surya Qory,Kesehatan,5,50,7278573,24342584,Website Sendiri,955,Terdaftar,2023,17064011,165000000,955
288215488,UD. Nina Kencana,Jasa,18,73,1418590,13827412,Website Sendiri,444,Terdaftar,2009,12408822,273000000,444
288215489,UD. Ari Wangi Wulan,Perdagangan,67,1,723175,,Lazada,224,Belum Terdaftar,2017,35477910,204000000,224
288215490,UD. Jasmin Baruna,Kesehatan,23,29,3510934,7402997,Lazada,335,Terdaftar,2007,3892063,156000000,335
288215491,UD. Poppy Maheswara,Pendidikan,89,90,3660517,42818139,Bukalapak,924,Belum Terdaftar,2005,39157622,537000000,924
288215492,UD. Fanny Karya,,18,16,9665079,30047779,Lazada,77,Terdaftar,2022,20382700,102000000,77
288215493,UD. Qyla Trisakti,Jasa,58,66,2473942,38263647,Tokopedia,570,Terdaftar,2014,35789705,372000000,570
288215494,UD. Santi Anggrek,Kesehatan,60,71,9182405,1091321,Bukalapak,32,Terdaftar,2000,-8091084,393000000,32
